SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Applies,Timeframe
SOBHA,20260814,1340.0,1378.0,1322.0,1328.2,628822901.5,SOBHA LIMITED,20260814,1342.7333333333333,1350.0,1335.4666666666667,1350.0,1335.4666666666667,14.533333333333303,1.0942127189680246,Wide,Bearish,Below CPR,Realty,False,True,0.42592592592592593,54,827303472.75,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOFTTECH,20260814,421.4,432.0,402.0,428.55,6634634.8,SOFTTECH ENGINEERS LTD,20260814,420.84999999999997,417.0,424.69999999999993,424.69999999999993,417.0,7.699999999999932,1.7967565044918754,Wide,Bullish,Above CPR,Unclassified,False,False,0.5789473684210527,38,7641333.15,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOLARA,20260814,502.6,527.55,500.8,512.3,305547220.8,SOLARA ACTIVE PHA SCI LTD,20260814,513.55,514.175,512.925,514.175,512.925,1.25,0.24399765762248685,Narrow,Bearish,Below CPR,Unclassified,False,True,0.09259259259259259,54,296342606.925,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOLARINDS,20260814,18695.0,20400.0,18420.0,19969.0,27588499890.0,SOLAR INDUSTRIES (I) LTD,20260814,19596.333333333332,19410.0,19782.666666666664,19782.666666666664,19410.0,372.66666666666424,1.8662259836079134,Wide,Bullish,Above CPR,Chemicals,False,False,0.7592592592592593,54,7659352378.0,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOLARWORLD,20260814,168.02,169.4,155.4,158.1,238627619.0,SOLARWORLD ENERGY SOL LTD,20260814,160.96666666666667,162.4,159.53333333333333,162.4,159.53333333333333,2.8666666666666742,1.8131983976386303,Wide,Bearish,Below CPR,Unclassified,False,True,0.4782608695652174,46,282101854.935,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOLEX,20260814,901.0,933.45,857.65,879.85,189643219.0,SOLEX ENERGY LIMITED,20260814,890.3166666666666,895.55,885.0833333333333,895.55,885.0833333333333,10.466666666666697,1.189596711560686,Wide,Bearish,Below CPR,Unclassified,False,True,0.2222222222222222,45,245644655.0,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
SOMANYCERA,20260814,495.8,556.8,486.1,522.65,1904650396.4,SOMANY CERAMICS LIMITED,20260814,521.85,521.45,522.25,522.25,521.45,0.7999999999999545,0.15306610542427143,Narrow,Bullish,Above CPR,Unclassified,True,False,0.05555555555555555,54,76815157.125,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
SOMATEX,20260814,94.39,97.1,87.4,91.37,4235161.63,SOMA TEXTILES & INDUST LT,20260814,91.95666666666666,92.25,91.66333333333333,92.25,91.66333333333333,0.5866666666666731,0.6420779978840682,Moderate,Bearish,Below CPR,Unclassified,False,True,0.11764705882352941,17,6308023.01,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
SOMICONVEY,20260814,94.0,98.4,85.5,86.52,11283893.89,SOMI CONVEYOR BELT. LTD.,20260814,90.14,91.95,88.33,91.95,88.33,3.6200000000000045,4.18400369856681,Wide,Bearish,Below CPR,Unclassified,False,True,0.8888888888888888,54,8462279.335,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SONACOMS,20260814,822.1,836.9,790.0,792.0,6719817267.6,SONA BLW PRECISION FRGS L,20260814,806.3000000000001,813.45,799.1500000000001,813.45,799.1500000000001,14.299999999999955,1.8055555555555498,Wide,Bearish,Below CPR,Automobile and Auto Components,False,True,0.7592592592592593,54,4786218876.2,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SONAL,20260814,88.0,95.0,85.05,90.98,19244.21,SONAL MERCANTILE LTD.,20260814,90.34333333333335,90.025,90.66166666666669,90.66166666666669,90.025,0.6366666666666845,0.6997874990840672,Moderate,Bullish,Above CPR,Unclassified,False,False,0.4117647058823529,17,23768.59,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SONAMLTD,20260814,54.47,57.5,53.26,55.38,8192151.890000001,SONAM LIMITED,20260814,55.379999999999995,55.379999999999995,55.379999999999995,55.379999999999995,55.379999999999995,0.0,0.0,Narrow,Neutral,Above CPR,Unclassified,False,False,0.018518518518518517,54,11842945.4,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SONATSOFTW,20260814,317.75,334.9,314.65,325.9,1450446279.45,SONATA SOFTWARE LTD,20260814,325.15,324.775,325.525,325.525,324.775,0.75,0.23013194231359313,Narrow,Bullish,Above CPR,Information Technology,True,False,0.14814814814814814,54,1371344349.875,Inside,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOTL,20260814,749.9,750.1,680.0,699.15,1564313714.1,SAVITA OIL TECHNOLO. LTD,20260814,709.75,715.05,704.45,715.05,704.45,10.599999999999909,1.5161267253092912,Wide,Bearish,Below CPR,Unclassified,False,True,0.5555555555555556,54,49082730.825,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOUTHBANK,20260814,47.17,47.23,45.37,45.74,1603433815.01,THE SOUTH INDIAN BANK LTD,20260814,46.11333333333334,46.3,45.92666666666668,46.3,45.92666666666668,0.37333333333332064,0.816207549919809,Wide,Bearish,Below CPR,Unclassified,False,True,0.42592592592592593,54,2963648580.88,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SOUTHWEST,20260814,230.1,237.0,215.0,220.25,129679285.16,SOUTH WEST PINNACLE LTD,20260814,224.08333333333334,226.0,222.16666666666669,226.0,222.16666666666669,3.8333333333333144,1.7404464623533777,Wide,Bearish,Below CPR,Unclassified,False,True,0.5882352941176471,34,342067217.53999996,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPAL,20260814,1036.6,1082.95,927.65,937.3,622284212.0,S. P. APPARELS LIMITED,20260814,982.6333333333332,1005.3,959.9666666666665,1005.3,959.9666666666665,45.333333333333485,4.836587360859222,Wide,Bearish,Below CPR,Unclassified,False,True,0.9629629629629629,54,130500286.1,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPANDANA,20260814,257.3,260.45,243.95,245.8,228173449.55,SPANDANA SPHOORTY FIN LTD,20260814,250.0666666666667,252.2,247.9333333333334,252.2,247.9333333333334,4.266666666666595,1.7358285869270116,Wide,Bearish,Below CPR,Unclassified,False,True,0.6111111111111112,54,244204540.09500003,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPARC,20260814,213.25,218.97,196.57,197.98,1029742593.76,SUN PHARMA ADV.RES.CO.LTD,20260814,204.50666666666666,207.76999999999998,201.24333333333334,207.76999999999998,201.24333333333334,6.526666666666642,3.296629289153775,Wide,Bearish,Below CPR,Unclassified,False,True,0.8518518518518519,54,716104654.7850001,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPCENET,20260814,3.98,4.12,3.58,3.6,13162587.18,SPACENET ENTERS IND LTD,20260814,3.766666666666667,3.85,3.683333333333334,3.85,3.683333333333334,0.16666666666666607,4.629629629629614,Wide,Bearish,Below CPR,Unclassified,False,True,0.7567567567567568,37,20072402.57,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPECIALITY,20260814,146.03,167.46,136.27,146.38,225019957.98,SPECIALITY REST LTD,20260814,150.03666666666666,151.865,148.20833333333331,151.865,148.20833333333331,3.6566666666666947,2.4980643985972777,Wide,Bearish,Below CPR,Unclassified,False,True,0.7962962962962963,54,21492778.93,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPECTRUM,20260814,2440.8,2565.0,2440.8,2530.2,43065986.3,SPECTRUM ELECTRIC IND LTD,20260814,2512.0,2502.9,2521.1,2521.1,2502.9,18.199999999999818,0.7193107264247814,Moderate,Bullish,Above CPR,Unclassified,False,False,0.24074074074074073,54,37472013.3,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
SPENCERS,20260814,32.44,32.98,30.3,30.77,11086763.18,SPENCER S RETAIL LIMITED,20260814,31.349999999999998,31.64,31.059999999999995,31.64,31.059999999999995,0.5800000000000054,1.8849528761781131,Wide,Bearish,Below CPR,Unclassified,False,True,0.6481481481481481,54,16689874.389999999,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPIC,20260814,67.67,68.78,66.2,67.68,84134177.91,SPIC LTD,20260814,67.55333333333334,67.49000000000001,67.61666666666667,67.61666666666667,67.49000000000001,0.12666666666666515,0.18715524034672745,Narrow,Bullish,Above CPR,Unclassified,True,False,0.2037037037037037,54,192901723.09499997,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPLIL,20260814,32.69,34.8,30.45,31.72,1447083.1800000002,SPL INDUSTRIES LIMITED,20260814,32.32333333333333,32.625,32.02166666666666,32.625,32.02166666666666,0.6033333333333388,1.9020596889449521,Wide,Bearish,Below CPR,Unclassified,False,True,0.47058823529411764,51,1465816.17,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPLPETRO,20260814,691.65,736.0,681.85,726.55,551636119.3499999,SUPREME PETROCHEM LIMITED,20260814,714.7999999999998,708.925,720.6749999999997,720.6749999999997,708.925,11.749999999999773,1.617232124423615,Wide,Bullish,Above CPR,Chemicals,False,False,0.6296296296296297,54,200706886.64999998,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPMLINFRA,20260814,190.01,196.86,183.0,190.56,219075386.67999998,SPML INFRA LIMITED,20260814,190.14000000000001,189.93,190.35000000000002,190.35000000000002,189.93,0.4200000000000159,0.22040302267003353,Narrow,Bullish,Above CPR,Unclassified,True,False,0.05555555555555555,54,318723080.21500003,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SPORTKING,20260814,216.0,220.27,198.25,199.89,330151098.77,SPORTKING INDIA LIMITED,20260814,206.13666666666666,209.26,203.01333333333332,209.26,203.01333333333332,6.24666666666667,3.1250521119949326,Wide,Bearish,Below CPR,Unclassified,False,True,0.9444444444444444,54,90557210.75,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SRD,20260814,36.0,42.42,36.0,40.5,13392016.34,SHANKAR LAL RAMPAL LTD,20260814,39.64,39.21,40.07,40.07,39.21,0.8599999999999994,2.1234567901234556,Wide,Bullish,Above CPR,Unclassified,False,False,0.6585365853658537,41,9382443.86,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SREEL,20260814,213.6,248.9,213.6,240.82,32711695.89,SREELEATHERS LIMITED,20260814,234.43999999999997,231.25,237.62999999999994,237.62999999999994,231.25,6.379999999999939,2.649281621127788,Wide,Bullish,Above CPR,Unclassified,False,False,0.9629629629629629,54,7149167.74,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SRF,20260814,2625.0,2628.1,2550.0,2606.0,4454281519.0,SRF LTD,20260814,2594.7000000000003,2589.05,2600.3500000000004,2600.3500000000004,2589.05,11.300000000000182,0.4336147352264076,Moderate,Bullish,Above CPR,Chemicals,False,False,0.35185185185185186,54,6147785399.65,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SRGHFL,20260814,285.7,292.35,262.15,266.8,10806169.9,SRG HOUSING FINANCE L,20260814,273.76666666666665,277.25,270.2833333333333,277.25,270.2833333333333,6.966666666666697,2.611194402798612,Wide,Bearish,Below CPR,Unclassified,False,True,0.9074074074074074,54,3550650.825,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SRHHYPOLTD,20260814,505.0,521.9,486.1,496.55,31390149.25,SREE RAYALSEEMA HHP LTD.,20260814,501.51666666666665,504.0,499.0333333333333,504.0,499.0333333333333,4.966666666666697,1.000234954519524,Wide,Bearish,Below CPR,Unclassified,False,True,0.46296296296296297,54,24196959.375,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SRM,20260814,530.0,531.25,477.65,483.7,234963663.10000002,SRM CONTRACTORS LIMITED,20260814,497.5333333333333,504.45,490.6166666666666,504.45,490.6166666666666,13.833333333333371,2.859899386672188,Wide,Bearish,Below CPR,Unclassified,False,True,0.8333333333333334,54,234936241.675,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SRTL,20260814,40.9,41.07,39.26,39.56,7546727.890000001,SHREE RAM TWISTEX LIMITED,20260814,39.96333333333333,40.165,39.76166666666666,40.165,39.76166666666666,0.403333333333336,1.0195483653522142,Wide,Bearish,Below CPR,Unclassified,False,True,0.36363636363636365,22,13978637.155000001,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SSDL,20260814,53.83,72.0,53.37,65.14,92139207.48,SARASWATI SAREE DEPOT LTD,20260814,63.50333333333333,62.685,64.32166666666666,64.32166666666666,62.685,1.636666666666656,2.5125370995803746,Wide,Bullish,Above CPR,Unclassified,False,False,0.8888888888888888,54,8642412.59,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SSWL,20260814,309.85,324.0,308.7,312.9,791075223.75,STEEL STRIPS WHEELS LTD.,20260814,315.2,316.35,314.04999999999995,316.35,314.04999999999995,2.300000000000068,0.7350591243208912,Moderate,Bearish,Below CPR,Unclassified,False,True,0.2962962962962963,54,224780053.48000002,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STALLION,20260814,255.55,257.95,244.05,254.0,418960716.85,STALLION IND FLUOROCHEM L,20260814,252.0,251.0,253.0,253.0,251.0,2.0,0.7874015748031495,Wide,Bullish,Above CPR,Unclassified,False,False,0.14285714285714285,42,1420775054.7350001,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STANLEY,20260814,149.8,149.8,135.0,136.22,139550602.76999998,STANLEY LIFESTYLES LTD,20260814,140.34,142.4,138.28,142.4,138.28,4.1200000000000045,3.024519160182062,Wide,Bearish,Below CPR,Unclassified,False,True,0.8518518518518519,54,118695979.57,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STAR,20260814,1004.1,1018.0,960.0,967.8,788833600.0,STRIDES PHARMA SCI LTD,20260814,981.9333333333334,989.0,974.8666666666668,989.0,974.8666666666668,14.133333333333212,1.4603568230350499,Wide,Bearish,Below CPR,Unclassified,False,True,0.5185185185185185,54,1183108157.975,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STARCEMENT,20260814,203.1,203.1,195.91,200.06,130983897.33,STAR CEMENT LIMITED,20260814,199.68999999999997,199.505,199.87499999999994,199.87499999999994,199.505,0.3699999999999477,0.18494451664498035,Narrow,Bullish,Above CPR,Unclassified,True,False,0.09259259259259259,54,251629375.70499998,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STARHEALTH,20260814,569.85,590.75,553.35,585.15,1419851092.0,STAR HEALTH & AL INS CO L,20260814,576.4166666666666,572.05,580.7833333333333,580.7833333333333,572.05,8.733333333333348,1.4924948019026487,Wide,Bullish,Above CPR,Financial Services,False,False,0.6666666666666666,54,1341400562.225,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STARPAPER,20260814,152.5,156.0,145.3,147.98,6771886.09,STAR PAPER MILLS LTD,20260814,149.76,150.65,148.86999999999998,150.65,148.86999999999998,1.7800000000000296,1.2028652520611094,Wide,Bearish,Below CPR,Unclassified,False,True,0.7222222222222222,54,6664455.984999999,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STARTECK,20260814,253.1,279.85,253.1,257.05,9787563.35,STARTECK FINANCE LIMITED,20260814,263.3333333333333,266.475,260.1916666666666,266.475,260.1916666666666,6.283333333333417,2.4444012189587303,Wide,Bearish,Below CPR,Unclassified,False,True,0.8888888888888888,54,12561431.31,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STCINDIA,20260814,119.88,121.38,116.01,116.7,18809532.57,THE STATE TRADING CORPN,20260814,118.02999999999999,118.695,117.36499999999998,118.695,117.36499999999998,1.3300000000000125,1.1396743787489396,Wide,Bearish,Below CPR,Unclassified,False,True,0.5106382978723404,47,44550301.519999996,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STEELCAS,20260814,338.05,360.8,324.35,351.85,370034182.4,STEELCAST LIMITED,20260814,345.6666666666667,342.57500000000005,348.7583333333333,348.7583333333333,342.57500000000005,6.18333333333328,1.7573776704087762,Wide,Bullish,Above CPR,Unclassified,False,False,0.8148148148148148,54,91267015.1,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STEELCITY,20260814,83.0,84.88,77.0,83.53,5276289.89,STEEL CITY SECURITIES LTD,20260814,81.80333333333333,80.94,82.66666666666666,82.66666666666666,80.94,1.7266666666666595,2.067121593040416,Wide,Bullish,Above CPR,Unclassified,False,False,0.9074074074074074,54,2769512.0149999997,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STEELXIND,20260814,11.2,11.3,10.06,10.87,190919772.74,STEEL EXCHANGE INDIA LTD,20260814,10.743333333333332,10.68,10.806666666666665,10.806666666666665,10.68,0.12666666666666515,1.165286721864445,Wide,Bullish,Above CPR,Unclassified,False,False,0.46296296296296297,54,75069243.27,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STEL,20260814,546.05,584.0,525.3,581.2,8749450.1,STEL HOLDINGS LIMITED,20260814,563.5,554.65,572.35,572.35,554.65,17.700000000000045,3.0454232622161124,Wide,Bullish,Above CPR,Unclassified,False,False,0.8148148148148148,54,14817191.35,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STLNETWORK,20260814,25.06,27.47,24.85,25.78,237087218.56,STL NETWORKS LIMITED,20260814,26.03333333333333,26.16,25.906666666666663,26.16,25.906666666666663,0.2533333333333374,0.9826739074217896,Wide,Bearish,Below CPR,Unclassified,False,True,0.24324324324324326,37,225467793.6,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STOVEKRAFT,20260814,793.5,837.0,748.0,750.7,759018479.75,STOVE KRAFT LIMITED,20260814,778.5666666666666,792.5,764.6333333333332,792.5,764.6333333333332,27.866666666666788,3.712090937347381,Wide,Bearish,Below CPR,Unclassified,False,True,0.9629629629629629,54,336424512.9,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STUDDS,20260814,428.0,441.4,412.3,425.25,179381559.55,STUDDS ACCESSORIES LTD,20260814,426.31666666666666,426.85,425.7833333333333,426.85,425.7833333333333,1.0666666666667197,0.2508328434254485,Moderate,Bearish,Below CPR,Unclassified,False,True,0.17073170731707318,41,112024862.25,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
STYL,20260814,411.85,433.85,402.35,408.3,473204066.95,SESHAASAI TECHNOLOGIES L,20260814,414.8333333333333,418.1,411.5666666666666,418.1,411.5666666666666,6.533333333333417,1.600130622908013,Wide,Bearish,Below CPR,Unclassified,False,True,0.45652173913043476,46,241176142.07,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STYLAMIND,20260814,3569.9,3755.9,3500.0,3642.0,775701833.4,STYLAM INDUSTRIES LIMITED,20260814,3632.633333333333,3627.95,3637.3166666666666,3637.3166666666666,3627.95,9.366666666666788,0.25718469705290464,Moderate,Bullish,Above CPR,Unclassified,False,False,0.24074074074074073,54,502120612.0,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
STYLEBAAZA,20260814,353.0,365.25,340.1,365.25,1850661645.45,BAAZAR STYLE RETAIL LTD,20260814,356.8666666666666,352.675,361.0583333333332,361.0583333333332,352.675,8.383333333333212,2.295231576545712,Wide,Bullish,Above CPR,Unclassified,False,False,0.6744186046511628,43,562758442.3,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
STYRENIX,20260814,2250.0,2294.9,2168.0,2183.7,459121931.5,STYRENIX PERFORMANCE LTD,20260814,2215.5333333333333,2231.45,2199.616666666667,2231.45,2199.616666666667,31.83333333333303,1.45777045076398,Wide,Bearish,Below CPR,Unclassified,False,True,0.6666666666666666,54,290959751.0,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUBROS,20260814,805.05,811.9,753.0,758.25,266038969.85,SUBROS LIMITED,20260814,774.3833333333333,782.45,766.3166666666666,782.45,766.3166666666666,16.13333333333344,2.1277063413562067,Wide,Bearish,Below CPR,Unclassified,False,True,0.7037037037037037,54,241456592.95000002,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUDARCOLOR,20260814,418.0,429.9,400.0,413.4,21010503.8,SUDARSHAN COLORNT IND LTD,20260814,414.43333333333334,414.95,413.9166666666667,414.95,413.9166666666667,1.033333333333303,0.24995968392194076,Narrow,Bearish,Below CPR,Unclassified,False,True,0.06666666666666667,30,16100089.100000001,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUDARSCHEM,20260814,1144.0,1164.9,1013.7,1118.1,5902988228.2,SUDARSHAN CHEMICAL INDS L,20260814,1098.9,1089.3000000000002,1108.5,1108.5,1089.3000000000002,19.199999999999818,1.7171988194257957,Wide,Bullish,Above CPR,Unclassified,False,False,0.7407407407407407,54,610579856.1,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUDEEPPHRM,20260814,999.95,1158.6,978.45,1105.55,2950135891.15,SUDEEP PHARMA LIMITED,20260814,1080.8666666666668,1068.525,1093.2083333333335,1093.2083333333335,1068.525,24.683333333333394,2.2326745360529503,Wide,Bullish,Above CPR,Unclassified,False,False,0.6578947368421053,38,504073405.625,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUKHJITS,20260814,161.0,166.0,158.38,159.78,6093164.0600000005,SUKHJIT STARCH & CHEM LTD,20260814,161.38666666666666,162.19,160.58333333333331,162.19,160.58333333333331,1.6066666666666833,1.0055492969499833,Wide,Bearish,Below CPR,Unclassified,False,True,0.4074074074074074,54,10967527.235000001,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SULA,20260814,158.3,158.78,149.0,149.93,264823177.11,SULA VINEYARDS LIMITED,20260814,152.57,153.89,151.25,153.89,151.25,2.6399999999999864,1.7608217168011648,Wide,Bearish,Below CPR,Unclassified,False,True,0.6851851851851852,54,316871278.375,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUMEETINDS,20260814,16.42,16.42,13.65,14.77,1645437853.1399999,SUMEET IND LIMITED,20260814,14.946666666666667,15.035,14.858333333333334,15.035,14.858333333333334,0.17666666666666586,1.1961182577296268,Wide,Bearish,Below CPR,Unclassified,False,True,0.30303030303030304,33,23489787.67,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUMICHEM,20260814,532.0,569.0,530.0,564.95,2205483118.85,SUMITOMO CHEM INDIA LTD,20260814,554.65,549.5,559.8,559.8,549.5,10.299999999999955,1.8231701920523857,Wide,Bullish,Above CPR,Chemicals,False,False,0.7037037037037037,54,619056211.075,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUMIT,20260814,57.4,57.4,50.11,51.06,10139245.47,SUMIT WOODS LIMITED,20260814,52.85666666666666,53.754999999999995,51.95833333333333,53.754999999999995,51.95833333333333,1.7966666666666669,3.51873612743178,Wide,Bearish,Below CPR,Unclassified,False,True,0.8,40,15969355.145,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUMMITSEC,20260814,1498.7,1514.0,1429.0,1443.9,22180911.8,SUMMIT SECURITIES LTD,20260814,1462.3,1471.5,1453.1,1471.5,1453.1,18.40000000000009,1.2743264769028388,Wide,Bearish,Below CPR,Unclassified,False,True,0.48148148148148145,54,43827017.3,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNCLAY,20260814,1242.1,1277.0,1184.6,1249.9,53610118.7,SUNDARAM CLAYTON LIMITED,20260814,1237.1666666666667,1230.8,1243.5333333333335,1243.5333333333335,1230.8,12.733333333333576,1.0187481665200075,Wide,Bullish,Above CPR,Unclassified,False,False,0.48148148148148145,54,80940958.85,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNDARAM,20260814,1.24,1.27,1.03,1.04,12349724.23,SUNDARAM MULTI PAP LTD,20260814,1.1133333333333333,1.15,1.0766666666666667,1.15,1.0766666666666667,0.07333333333333325,7.051282051282043,Wide,Bearish,Below CPR,Unclassified,False,True,1.0,54,3358102.545,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNDARMFIN,20260814,4600.1,4631.9,4401.5,4470.5,800332621.9,SUNDARAM FINANCE LTD,20260814,4501.3,4516.7,4485.900000000001,4516.7,4485.900000000001,30.799999999999272,0.6889609663348456,Moderate,Bearish,Below CPR,Financial Services,False,True,0.2962962962962963,54,1435545373.15,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNDRMFAST,20260814,1092.0,1243.35,1090.6,1217.6,2114372578.5,SUNDRAM FASTENERS LTD,20260814,1183.85,1166.975,1200.725,1200.725,1166.975,33.75,2.771846254927727,Wide,Bullish,Above CPR,Unclassified,False,False,0.9814814814814815,54,294440509.4,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNDROP,20260814,688.5,690.0,655.55,660.1,69617016.7,SUNDROP BRANDS LIMITED,20260814,668.5500000000001,672.775,664.3250000000002,672.775,664.3250000000002,8.449999999999818,1.2801090743826415,Wide,Bearish,Below CPR,Unclassified,False,True,0.7407407407407407,54,50137577.05,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNFLAG,20260814,390.0,391.1,352.35,355.15,329215031.4,SUNFLAG IRON AND STEEL CO,20260814,366.2,371.725,360.67499999999995,371.725,360.67499999999995,11.050000000000068,3.1113613965930083,Wide,Bearish,Below CPR,Unclassified,False,True,0.8703703703703703,54,240043613.25,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNPHARMA,20260814,1949.9,1965.0,1914.7,1930.0,14514218064.1,SUN PHARMACEUTICAL IND L,20260814,1936.5666666666666,1939.85,1933.2833333333333,1939.85,1933.2833333333333,6.566666666666606,0.3402417962003423,Moderate,Bearish,Below CPR,Healthcare,False,True,0.25925925925925924,54,19175743732.5,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNTECK,20260814,300.0,302.5,290.45,299.05,168538825.0,SUNTECK REALTY LIMITED,20260814,297.3333333333333,296.475,298.1916666666666,298.1916666666666,296.475,1.7166666666665833,0.5740400156049434,Moderate,Bullish,Above CPR,Unclassified,False,False,0.2777777777777778,54,407233111.525,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUNTV,20260814,489.0,511.8,475.85,484.6,2321776437.1,SUN TV NETWORK LIMITED,20260814,490.75,493.82500000000005,487.67499999999995,493.82500000000005,487.67499999999995,6.150000000000091,1.2690879075526396,Wide,Bearish,Below CPR,Media Entertainment & Publication,False,True,0.6666666666666666,54,601317714.1750001,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
SUPERHOUSE,20260814,159.5,179.0,158.09,169.52,7519252.859999999,SUPERHOUSE LIMITED,20260814,168.87,168.54500000000002,169.195,169.195,168.54500000000002,0.6499999999999773,0.38343558282207246,Moderate,Bullish,Above CPR,Unclassified,False,False,0.2222222222222222,54,3262685.2350000003,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
